"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Feb 03 21:13:59 CLST 2021","Wed Feb 03 21:13:59 CLST 2021","14","Default Suite","TestAppium","testSuite.ejercicioTest","testSuite.ejercicioTest","metodo3","metodo3",""
